Category,Specialty,Difficulty,Question,Model_Answer,Candidate_Answer,Score
Technology,Cybersecurity,easy,What is an airgapped system,an airgapped system is physically isolated from unsecured networks to enhance security,networks isolated physically enhance security and I honestly don't know.,0.55090827
Technology,Cybersecurity,easy,What is an airgapped system,an airgapped system is physically isolated from unsecured networks to enhance security,An airpago system is physically isolated from unusual networks to improve safety,0.7420529
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,0.9999999
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,an assumed severance is a testing scenario where ruddy teams start out with initial access to simulate realworld assailant tactic,0.6209993
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,attacker a initial testing start is access realworld an and I honestly don't know.,0.4625725
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,A supposed violation is a test scenario where the red teams start with the initial access to simulate the real attackers of the real world,0.9717801
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,An assumed breach is a testing scenario where red teams begin with the initial access to simulate real-world attacker tactics .,1.030354
Technology,Cybersecurity,easy,What is an assumed breach in cybersecurity testing,an assumed breach is a testing scenario where red teams start with initial access to simulate realworld attacker tactics,An assumed rape is a test scenario in which red teams begin with initial access to simulate tactics of real world attackers,0.82338804
Technology,Cybersecurity,easy,What is an attack surface in cybersecurity,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,surface points an attack number the where an attempt enter and I honestly don't know.,0.4738223
Technology,Cybersecurity,easy,What is an attack surface in cybersecurity,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,an attack earth's surface is the total number of points where an attacker behind set about to enter operating theatre draw out data from a system,0.9166642
Technology,Cybersecurity,easy,What is an attack surface in cybersecurity,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,) An attack surface is the total number of points where an attacker can enter or extract data from a system in a shorter and non-professional manner .,1.2166188
Technology,Cybersecurity,easy,What is an attack surface in cybersecurity,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,0.99
Technology,Cybersecurity,easy,What is an attack surface in cybersecurity,an attack surface is the total number of points where an attacker can attempt to enter or extract data from a system,An attack surface is the total number of points where an attacker can try to enter or extract data from a system,0.9784547
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,An email bomb floods an inbox with excessive emails to overload email services and disrupt them .,1.0440533
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,An email pump floods an input tray with excessive emails to overload and interrupt email services,0.7029396
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,an email bomb floods an inbox with excessive emails to overload and disrupt email services,0.9400001
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,A bomb by email floods a reception box with excessive emails to overload and disrupt messaging services,0.938826
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,email bomb floods inbox email excessive and services overload and I honestly don't know.,0.77407765
Technology,Cybersecurity,easy,What is an email bomb attack,an email bomb floods an inbox with excessive emails to overload and disrupt email services,an email bomb floods an inbox with excessive emails to surcharge and break up electronic mail services,0.99816996
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,An exploitation kit is a pre -started malicious code set used to direct software vulnerabilities and launch cyber attacks,0.8831153
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,an exploit kit is a set of prepackaged malicious code that is used to target software vulnerabilities and launch cyber attacks .,1.0998579
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,An operating kit is a set of prepacké malicious code used to target software vulnerabilities and launch cyberattacs,0.7511952
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,set target kit to a attacks launch software and I honestly don't know.,0.42360553
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,an exploit kit be a set of prepackaged malicious computer code used to aim software vulnerabilities and launch cyber attacks,0.9860573
Technology,Cybersecurity,easy,What is an exploit kit,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,an exploit kit is a set of prepackaged malicious code used to target software vulnerabilities and launch cyber attacks,0.97
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,An integrity check verifies that files or system configurations have not been modified or tampered with .,1.048413
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,an have altered files integrity configurations been check or with and I honestly don't know.,0.6150833
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,an integrity check verifies that files or system configurations have not been altered or tampered with,1.0300001
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,An integrity verification checks that the files or system configurations have not been modified or altered with,1.0636688
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,An integrity verification verifies that the files or system configurations have not altered or manipulated with,0.9908449
Technology,Cybersecurity,easy,What is an integrity check in cybersecurity,an integrity check verifies that files or system configurations have not been altered or tampered with,an integrity hitch verifies that register or system configurations suffer not been altered oregon tampered with,0.6239847
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,a open redirect vulnerability allows attackers to redirect users to phishing or malicious websites in a shorter and non professional manner.,1.4339415
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,Open redirection vulnerability allows attackers to redirect users to phishing or malicious websites,0.83681333
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,an redirect websites allows attackers open users to phishing to and I honestly don't know.,0.8864967
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,An open redirection vulnerability allows attackers to redirect users to phishing or malicious websites,0.9157358
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,0.91999996
Technology,Cybersecurity,easy,What is an open redirect vulnerability,an open redirect vulnerability allows attackers to redirect users to phishing or malicious websites,an open redirect vulnerability tolerate aggressor to redirect users to phishing operating room malicious websites,0.8186745
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,a brute force attack cost an endeavor to crack passwords operating theater encoding keys by consistently trying all possible combinations,0.65966165
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,A brute force attack is an attempt to crack passwords or encryption keys by trying all possible combinations systematically .,0.92333746
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,0.89999986
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,A brute force attack is an attempt to decipher passwords or encryption keys systematically trying all possible combinations,0.8310603
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,trying systematically attack passwords crack or force brute combinations and I honestly don't know.,0.46950895
Technology,Cybersecurity,easy,What is brute force attack,a brute force attack is an attempt to crack passwords or encryption keys by systematically trying all possible combinations,A brute force attack is an attempt to warm passwords or encryption keys by systematically trying all possible combinations,0.85340095
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,forensics digital analyzing cybercrime collecting from and I honestly don't know.,0.5889479
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,Cyberforensics is the process of gathering analyzing and preserving digital evidence from cybercrime investigations in a shorter and non-professional manner .,1.1360295
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,1.0
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,cyber forensics be the cognitive operation of collecting analyzing and preserving digital grounds from cybercrime investigations,0.9224497
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,Cyber Forensics is the process of collecting and preserving digital evidence of cybercrime surveys,0.88508034
Technology,Cybersecurity,easy,What is cyber forensics,cyber forensics is the process of collecting analyzing and preserving digital evidence from cybercrime investigations,Cyber Forensics is the process of collection of analysis and preservation of digital evidence of cyber crime investigations,1.1144191
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,CTI implies collecting analysis and sharing information about cyber threats to help organizations anticipate and mitigate attacks,0.96350026
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,The CTI implies the collection of analysis and sharing of information on cyberrencies to help organizations to anticipate and mitigate attacks,1.0701915
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,cti involves collecting analyzing and sharing information about cyber threats in a shorter and non-professional way to help organizations anticipate and mitigate attacks .,1.4020964
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,1.01
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,cti affect collecting analyzing and portion out information astir cyber menace to help organization predict and mitigate attacks,0.924477
Technology,Cybersecurity,easy,What is cyber threat intelligence CTI and why is it important,cti involves collecting analyzing and sharing information about cyber threats to help organizations anticipate and mitigate attacks,involves cyber sharing anticipate organizations cti and attacks and I honestly don't know.,0.5720043
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,cyber terror intelligence cti is datum collected and analyse to understand and extenuate potential cybersecurity threats,0.9002295
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,0.99
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,is threat cti analyzed cyber mitigate understand and I honestly don't know.,0.5385556
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,Cyber Threat Intelligence CTI is collected and analyzed to understand and mitigate the potential threats of cybersecurity,1.0229441
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,Cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats .,1.0486616
Technology,Cybersecurity,easy,What is cyber threat intelligence,cyber threat intelligence cti is data collected and analyzed to understand and mitigate potential cybersecurity threats,Cyber CTI intelligence threats are collected and analyzed to understand and mitigate possible cybersecurity threats,0.90599215
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,The disfiguration is an attack in which a hacker alters the visual content of a website that often replaces it with malicious or propaganda messages,0.7428032
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,Défacement is an attack where a hacker change the visual content of a website frequently replacing it with malicious or propaganda messages .,0.957365
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,disfigurement is an approach where a hacker alters the ocular subject of a website often replacing it with malicious or propaganda message,0.65023196
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,0.94000024
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,Degradation is an attack where a hacker changes the visual content of a website often replacing it with malicious or propaganda messages,0.6728824
Technology,Cybersecurity,easy,What is defacement,defacement is an attack where a hacker alters the visual content of a website often replacing it with malicious or propaganda messages,defacement is alters hacker visual of it website replacing malicious propaganda and I honestly don't know.,0.59831065
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,edr and solution monitors provides that endpoint response capabilities and I honestly don't know.,0.6473168
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,1.01
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,EDR is a safety solution that monitors the activity of the end point detects threats and provides automated response capabilities,1.1790788
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,edr is a security measures solvent that monitor endpoint activity detects threats and provides automated response capabilities,0.91704684
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,EDR is a safety solution that monitors the end point activity detects threats and provides automated response capacities,1.0565544
Technology,Cybersecurity,easy,What is endpoint detection and response EDR,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities,edr is a security solution that monitors endpoint activity detects threats and provides automated response capabilities .,1.0582004
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,The imprint is the process of collecting information on a target system to identify potential attack vectors,0.70609516
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,footprinting is the process of gathering information about a target system to identify potential attack vectors,0.9900001
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,footprinting is the process of gathering info about a quarry system to place potential plan of attack vectors,0.8676927
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,The footprint is the process of collecting information about an objective system to identify potential attack vectors,1.0372692
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,This is the process of collecting information about a target system in a shorter and non-professional manner and returning only the answer.,0.70076054
Technology,Cybersecurity,easy,What is footprinting in ethical hacking,footprinting is the process of gathering information about a target system to identify potential attack vectors,identify vectors attack gathering target about and I honestly don't know.,0.37203595
Technology,Cybersecurity,easy,What is hacking,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,Piracy refers to unauthorized intrusion into a system or network Pirates use computers to commit confidentiality invasion steering wheel or manipulate systems,0.60647756
Technology,Cybersecurity,easy,What is hacking,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,0.92
Technology,Cybersecurity,easy,What is hacking,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,hacking computers to in data a hackers use refers commit network manipulate and I honestly don't know.,0.5880595
Technology,Cybersecurity,easy,What is hacking,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,hacking refers to unauthorized intrusion in a system or network hackers utilise computers to commit privacy invasion steal data point or manipulate system,0.9568656
Technology,Cybersecurity,easy,What is hacking,hacking refers to unauthorized intrusion in a system or network hackers use computers to commit privacy invasion steal data or manipulate systems,"Hacking refers to unauthorised intrusion in a system or network, where hackers use computers to commit a privacy invasion or to manipulate systems",0.9742392
