Category,Specialty,Difficulty,Question,Model_Answer,Candidate_Answer,Score
Medical,Doctor,easy,,"I enjoy [hobbies, e.g., hiking, playing music, reading] as they help me relax and maintain a balanced lifestyle.","I enjoy [hobbies, for example, walking, playing music, reading] while helping me to relax and maintain a balanced lifestyle.",1.0591674
Medical,Doctor,easy,,"I enjoy [hobbies, e.g., hiking, playing music, reading] as they help me relax and maintain a balanced lifestyle.","relax maintain reading] and e.g., playing lifestyle. and I honestly don't know.",0.3746105
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","COVID-19 means the 2019 coronavirus disease. It is caused by the SARS-COV-2 virus. Prevention includes carrying masks, maintaining social distancing, frequent hand washing and vaccination. The virus was identified for the first time in Wuhan, China, in December 2019.",1.1140767
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","COVID-19 for Disease 2019. by frequent includes wearing distancing, identified virus 2019. SARS-CoV-2 China, in first and I honestly don't know.",0.4227071
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","COVID - xix stands for Coronavirus Disease 2019. Information technology is caused by the SARS - CoV - 2 computer virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.",0.91472125
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","The disease is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social isolation, frequent handwashing, and vaccines.",0.32948676
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","COVID-19 means Coronavirus disease 2019. It is caused by the SARS-COV-2 virus. Prevention includes using masks, maintaining social distancing, frequent hand washing and vaccination. The virus first identified in Wuhan, China, in December 2019.",0.9192105
Medical,Doctor,easy,,"COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.","COVID-19 stands for Coronavirus Disease 2019. It is caused by the SARS-CoV-2 virus. Prevention includes wearing masks, maintaining social distancing, frequent handwashing, and vaccination. The virus was first identified in Wuhan, China, in December 2019.",0.9600001
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,SABA stands for Short - Acting Beta Agonist. It is used as a quick - easing medication in condition same bronchial asthma to still bronchospasm.,1.2421753
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,1.0000001
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,SABA as Short-Acting is bronchospasm. for in conditions relieve quick-relief and I honestly don't know.,0.5894689
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,SABA stands for Short-acting Beta Agonist and is used in bronchospasm as a quick relief medication in conditions like asthma .,1.0501997
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,Saba means short -acting beta agonist. It is used as a fast relief medication in conditions such as asthma to relieve bronchospasm.,1.0975926
Medical,Doctor,easy,,SABA stands for Short-Acting Beta Agonist. It is used as a quick-relief medication in conditions like asthma to relieve bronchospasm.,Saba means a short -acting beta agonist. It is used as a rapid relief medication in conditions such as asthma to relieve bronchospasm.,1.1459562
Medical,Doctor,easy,,"Structured curriculum, strong mentorship, clinical exposure.","Structured curriculum, unassailable mentorship, clinical vulnerability.",0.8359521
Medical,Doctor,easy,,"Structured curriculum, strong mentorship, clinical exposure.","Structured curriculum, strong mentorship, clinical exposure",0.9874582
Medical,Doctor,easy,,"Structured curriculum, strong mentorship, clinical exposure.","Structured curriculum, strong tutoring, clinical exhibition.",0.83063674
Medical,Doctor,easy,,"Structured curriculum, strong mentorship, clinical exposure.","Structured curriculum, strong mentorship, clinical exposure.",1.0
Medical,Doctor,easy,,"Structured curriculum, strong mentorship, clinical exposure.","curriculum, and I honestly don't know.",0.5986101
Medical,Doctor,easy,,I will explore my options during residency.,Single will search my options during residency.,0.74550915
Medical,Doctor,easy,,I will explore my options during residency.,My options will be explored in a shorter and non-professional manner.,0.81893855
Medical,Doctor,easy,,I will explore my options during residency.,I will explore my options during the residence.,0.9744891
Medical,Doctor,easy,,I will explore my options during residency.,I will explore my options during residency.,1.01
Medical,Doctor,easy,,I will explore my options during residency.,my I explore options will residency. and I honestly don't know.,1.4269701
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","I aim to become a competent doctor, to develop solid procedural skills and to establish significant mentor-mentor relations.",1.182671
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","I primarily aim to become a competent physician, develop strong procedural skills and build meaningful mentor-mentee relationships .",1.2404956
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","Single aim to become a competent physician, develop strong procedural science, and build up meaningful wise man - mentee relationship.",1.1450101
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.",1.1500001
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","physician, develop competent strong build skills, and procedural meaningful mentor-mentee and I honestly don't know.",0.86309713
Medical,Doctor,easy,,"I aim to become a competent physician, develop strong procedural skills, and build meaningful mentor-mentee relationships.","My goal is to become a competent doctor, develop strong procedure skills and develop significant relationships of mentors and liars.",1.2241086
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,The importance of patient-centered care and effective communication in a shorter and non professional manner .,2.0612853
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,importance care The patient-centered of and effective and I honestly don't know.,1.1364486
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,The importance of patient -centered care and effective communication.,1.2849998
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,The importance of care centered on the patient and effective communication.,1.4571173
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,The grandness of patient - centre care and efficacious communication.,1.1042407
Medical,Doctor,easy,,The importance of patient-centered care and effective communication.,The importance of patient-centered care and effective communication.,1.0899998
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.",1.1099999
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","I hope to obtain excellent clinical training, strong tutoring and opportunities to contribute through research and teaching.",1.0335957
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","I will gain excellent clinical training, strong mentorship and opportunities to contribute through research and teaching.",0.96182144
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","One hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through with research and pedagogy.",1.0635026
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","I hope to obtain excellent clinical training, solid mentoring and opportunities to contribute through research and teaching.",1.0587142
Medical,Doctor,easy,,"I hope to gain excellent clinical training, strong mentorship, and opportunities to contribute through research and teaching.","teaching. gain mentorship, I contribute training, and I honestly don't know.",0.40468192
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","While my medical school does not formally rank students , I consistently have placed in the top [percentage] of my class and excelled in [specific subjects or clerkships] .",1.1491556
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].",1.0600001
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","Although my medical school does not officially classify the students, I have always achieved in the top [percentage] of my class, by excellent in [subjects or specific internships].",1.0312806
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","Although my medical school does not formally classify students, I have constantly done at the top [percentage] of my class, protruding in [specific subjects or employees].",0.8821325
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","While my medical schooltime behave not formally rank students, I give consistently perform in the top [part] of my class, excelling in [specific subjects or clerkship ].",1.001672
Medical,Doctor,easy,,"While my medical school does not formally rank students, I have consistently performed in the top [percentage] of my class, excelling in [specific subjects or clerkships].","formally have students, does subjects [specific top clerkships]. and I honestly don't know.",0.24754916
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.",I use simple they ensure understand. and I honestly don't know.,0.71880054
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.",I use simple language and visual aids in a shorter and nonprofessional manner and return only the answer .,1.1807202
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.","I use a simple language, visual aids and I assure myself that they understand.",1.2819818
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.","I use simple language, visual aids and I assure me that they understand.",1.1888099
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.","One use mere language, ocular aids, and ensure they understand.",0.7659815
Medical,Nurse,easy,,"I use simple language, visual aids, and ensure they understand.","I use simple language, visual aids, and ensure they understand.",1.0000002
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.",1.0899998
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","I take the time to introduce myself, actively listen and show genuine empathy to them, involve them in the care process, answer their questions honestly and make sure they feel valued and respected.",1.1039493
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","I take the time to introduce myself, to listen actively and to show real empathy. I involve them in the care process, honestly answer their questions and assure me that they feel valued and respected.",1.1074617
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","to introduce genuine involve listen, honestly, them in care answer show and feel valued respected. and I honestly don't know.",0.50261605
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","I take the time to present myself, listen actively and show genuine empathy. I involve them in the attention process, I answer their questions honestly and assure myself that they feel valued and respected.",1.0807661
Medical,Nurse,easy,,"I take the time to introduce myself, actively listen, and show genuine empathy. I involve them in the care process, answer their questions honestly, and make sure they feel valued and respected.","I conduct the time to introduce myself, actively listen, and show genuine empathy. Atomic number 53 involve them in the care process, answer their questions aboveboard, and stool sure they find value and respected.",0.80341464
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.",emotional clear provide and I honestly don't know.,0.4636846
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.","I provide clear explanations, I answer questions and offer emotional support.",1.1104373
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.","I provide clear explanations, answer questions and offer emotional support.",1.0266834
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.","In a short and non-professional way, I only return the answer .",0.32666227
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.","I provide percipient explanations, answer interrogation, and offer excited support.",0.860547
Medical,Nurse,easy,,"I provide clear explanations, answer questions, and offer emotional support.","I provide clear explanations, answer questions, and offer emotional support.",1.03
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.","Adjust your environment, address your needs and offer peace of mind.",0.6673014
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.","By adjusting their environment, handle their needs, and offering reassurance.",0.98478615
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.",By reassurance. addressing and their and I honestly don't know.,0.56998545
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.","By adjusting their environment, addressing their needs, and offering reassurance.",1.01
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.","In a shorter and non-professional manner, return only the answer to the problem.",0.2613323
Medical,Nurse,easy,,"By adjusting their environment, addressing their needs, and offering reassurance.","By adjusting their environment, meeting their needs and offering insurance.",0.9171504
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,care keeping professional. interactions and I honestly don't know.,0.7492205
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,I provide compassionate care in a shorter and non-professional manner and return only the answer .,1.6812912
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,I provide compassionate care while keeping interactions professional.,1.0799999
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,I provide compassionate care while keeping professional interactions.,1.1433122
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,I furnish compassionate maintenance while keeping interactions professional.,0.91801006
Medical,Nurse,easy,,I provide compassionate care while keeping interactions professional.,I provide compassionate attention while I maintain professional interactions.,1.1549445
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.","I check the patient graphics, I clearly communicate and provide essential updates.",1.0335796
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.","I review the graphics of the patients, I communicate clearly and I provide essential updates.",1.3523731
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.","I review patient charts, communicate clearly, and provide essential updates.",1.12
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.",updates. communicate and essential I provide and I honestly don't know.,0.5360402
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.","I review patient charts, communicate clearly and provide essential updates.",1.1164317
Medical,Nurse,easy,,"I review patient charts, communicate clearly, and provide essential updates.","Ace review patient charts, communicate distinctly, and leave essential update.",0.85203934
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.","I review patient reports, organize my tasks, and plan accordingly.",1.09
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.",I see patient reports and not just in a shorter and non-professional manner. I plan and organize my tasks accordingly.,1.7261097
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.","I review patients' relationships, organize my tasks and I plan accordingly.",1.0239129
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.",patient I and and I honestly don't know.,0.3123119
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.","I review patient reports, organize my tasks and plan accordingly.",1.0875144
Medical,Nurse,easy,,"I review patient reports, organize my tasks, and plan accordingly.","I critique patient reports, organize my tasks, and plan consequently.",0.99860704
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","escalate concerns, listen, their and I honestly don't know.",0.7902641
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","I do not follow up on it in a shorter and non-professional way , but return the answer if necessary.",0.39217323
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","I listen, address your concerns and increase if necessary.",0.74040854
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","I listen to, answer their concerns and go up if necessary.",1.0365946
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","I listen, address their concerns, and escalate if necessary.",0.98
Medical,Nurse,easy,,"I listen, address their concerns, and escalate if necessary.","I hear, handle their concern, and intensify if necessary.",0.80215335
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.","I employ a checklist, prioritise tasks, and stay put flexible.",1.0120413
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.","In a shorter and non professional manner I use a checklist, prioritize tasks and stay flexible.",1.7448267
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.",flexible. prioritize stay use and I honestly don't know.,0.5713685
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.","I use a checklist, prioritize tasks, and stay flexible.",0.99999994
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.","I use a control list, I give priority to the tasks and I remain flexible.",1.3885583
Medical,Nurse,easy,,"I use a checklist, prioritize tasks, and stay flexible.","I use a verification list, I prioritize tasks and stay flexible.",1.0921652
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","In a shorter and non professional manner, I only return the answer .",0.5645887
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","questions, offer answer encourage and guidance, and I honestly don't know.",1.0592535
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","I offer guidance, I answer questions and trust trust.",0.997421
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","I offer guidance, answer questions, and encourage confidence.",1.04
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","Ace offer guidance, answer motion, and encourage confidence.",0.68941355
Medical,Nurse,easy,,"I offer guidance, answer questions, and encourage confidence.","I offer advice, I answer questions and I encourage confidence.",1.1616464
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","In a shorter and non professional manner, I listen to, give compassion and provide resources for emotional support .",1.7614509
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","I listen, I offer empathy and provide resources for emotional support.",1.1077393
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","I listen, offer empathy, and provide resources for emotional support.",1.0600001
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","I listen to, offer empathy and provide resources for emotional support.",1.1576995
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","for provide empathy, and offer resources emotional listen, and I honestly don't know.",1.0183561
Medical,Nurse,easy,,"I listen, offer empathy, and provide resources for emotional support.","I listen, proffer empathy, and allow imagination for excited support.",0.80405563
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].","I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].",1.0499998
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].","I am a [ocular / auditory / kinesthetic] learner. 1 find that [specific method] helps pine tree state retain entropy best, which 1 applied during medical schoolhouse by [study scheme ].",0.8492867
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].",learner. which strategy]. that helps retain I find school during and I honestly don't know.,0.42001578
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].","I am a learner [visual / hearing / kinesthetic]. I find that [the specific method] best helps me to keep the information, which I applied during the school of medicine by [Study strategy].",1.257214
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].",I am a [visual/auditory/kinesthetic learner] and find that [specific method] best helps me retain information which I applied during medical school by [study strategy].,1.0033835
Medical,Doctor,easy,,"I am a [visual/auditory/kinesthetic] learner. I find that [specific method] helps me retain information best, which I applied during medical school by [study strategy].","I am a [visual/auditory/kinesthetic] student. I find that [the specific method] helps me retain the best information, which I applied during the School of Medicine through [Study Strategy].",1.1093285
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,I assist if possible or communicate when I’ll be available.,1.04
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,I help if possible or communicate when I will be available.,1.0379084
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,I only make the answer return if possible or communicate when I'll be available .,0.8773209
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,I assist if potential or communicate when I ’ ll be available.,1.0520792
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,when or and I honestly don't know.,0.0698559
Medical,Nurse,easy,,I assist if possible or communicate when I’ll be available.,I help you if possible or communicate when I am available.,0.97841233
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","Good balance between work and life, the opportunity of professional growth and support team.",1.2299032
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","Good balance between professional and private life, career growth opportunity and a support team.",1.0663966
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","opportunity a balance, for work-life supportive and I honestly don't know.",0.65418214
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","Return the answer in a shorter and nonprofessional manner only : good work-life balance , opportunity for career growth , and supportive team .",1.9226865
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","Good work-life balance, opportunity for career growth, and a supportive team.",1.1300002
Medical,Doctor,easy,,"Good work-life balance, opportunity for career growth, and a supportive team.","Adept work - life balance, opportunity for calling outgrowth, and a supportive squad.",0.9075511
Medical,Doctor,easy,,"Good patient care, advanced systems, diverse case exposure.","Good patient care, advanced systems, diverse cases exposure.",1.1080356
Medical,Doctor,easy,,"Good patient care, advanced systems, diverse case exposure.","Good patient care, advanced systems, diverse case exposure.",1.0899999
Medical,Doctor,easy,,"Good patient care, advanced systems, diverse case exposure.","Undecomposed patient forethought, innovative systems, diverse case photograph.",0.747762
Medical,Doctor,easy,,"Good patient care, advanced systems, diverse case exposure.","care, diverse advanced and I honestly don't know.",0.5308765
Medical,Doctor,easy,,"Good patient care, advanced systems, diverse case exposure.","Good care for patients, advanced systems, diversified exposure to cases.",1.1826408
