Category,Specialty,Difficulty,Question,Model_Answer,Candidate_Answer,Score
Soft Skills,Flexibility/Adaptability,easy,Do you like routine work,i appreciate routine for its efficiency though occasional variety is refreshing,i appreciate routine for its efficiency though occasional variety is refreshing,1.04
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,i identified a workflow bottleneck and implemented a process change that improved efficiency,1.0100001
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,i identified a workflow bottleneck and implemented a process change that improved efficiency .,1.071058
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,I identified a work bottleneck and implemented a process change that improved efficiency,0.9326009
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,I have identified a workflow bottleneck and implemented a change of process that has improved efficiency,1.2079681
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,bottleneck a implemented improved and I honestly don't know.,0.46905866
Soft Skills,ProblemSolving,easy,Give me an example of when you’ve successfully solved a problem.,i identified a workflow bottleneck and implemented a process change that improved efficiency,i identified a workflow bottleneck and follow through a process variety that amend efficiency,1.0476155
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,Unknown trips A history of growth and adventure,0.75782627
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,adventure growth and I honestly don't know.,0.6118983
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,uncharted journeys a tale of growth and adventure,1.04
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,Uncharted Journeys is a tale of growth and adventure in a shorter and non professional way .,1.9853969
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,Newspapers Uncharted A story of growth and adventure,0.6617111
Soft Skills,Creativity,easy,If your life was a book what would it be called,uncharted journeys a tale of growth and adventure,uncharted journeys a narration of growth and adventure,1.0044125
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,Respect and clear communication are essential,0.78880274
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,Trusting clear respect and communication are essential,1.0201591
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,clear essential respect are and I honestly don't know.,0.94653463
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,Respect for confidence and clear communication are essential,0.96359754
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,trust respect and clear communication are essential,1.0700002
Soft Skills,Interpersonal Skills,easy,What are the key ingredients to building good relationships with others,trust respect and clear communication are essential,trust respectfulness and exculpated communication comprise essential,0.9227645
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,"My greatest strength is my ability to adapt quickly to changing circumstances, whether it adjusts to the new priorities of the software change project or that responds to unexpected challenges, I can remain flexible and maintain a positive attitude of solution solution, this adaptability allows me to stay productive and effectively contribute to the success of the team, regardless of the situation.",1.1659002
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,1.1100003
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,my greatest strength be my power to adjust quickly to changing portion whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,1.0481023
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,"My greatest strength is my ability to quickly adapt to changing circumstances , whether it s the adaptation of new software or responding to unexpected challenges i am able to stay flexible and keep a positive solution orientation this adaptability allows me to remain productive and to contribute effectively to the team success regardless of the situation .",1.1393133
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,my is my adapt to circumstances it stay adjusting software project to contribute s to remain maintain a positive attitude allows me able productive challenges success of and I honestly don't know.,0.40921298
Soft Skills,SelfAwareness,easy,What is your greatest strength,my greatest strength is my ability to adapt quickly to changing circumstances whether it s adjusting to new software shifting project priorities or responding to unexpected challenges i am able to remain flexible and maintain a positive solutionoriented attitude this adaptability allows me to stay productive and contribute effectively to team success regardless of the situation,"My greatest strength is my ability to adapt quickly to changing circumstances, whether to adapt to the new priorities of the software change project or respond to unexpected challenges, I am able to remain flexible and maintain a positive attitude focused",0.79751664
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,"For fast internal communications, I prefer to use a communication platform of the company such as Slack or Microsoft equipment because they allow real -time responses to an easy collaboration and quickly share documents or links, they are also less intrusive than a call or email, which makes them ideal for exchanges quickly without interrupting the workflow",1.087462
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,1.03
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,"For quick internal communications, I prefer to use a corporate communication platform such as Slack or Microsoft teams, because they allow real-time responses and rapid sharing of documents or links, they are also less intrusive",0.59854543
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,company internal prefer using a for communication platform like slack microsoft because they for realtime collaboration quick sharing documents them also call email making or focused exchanges workflow interrupting and I honestly don't know.,0.6347863
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,for quick internal communications i prefer using a society communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also to a lesser extent intrusive than a call or email making them ideal for tight focused interchange without interrupting workflow,0.97955936
Soft Skills,Communication,easy,For quick internal communications do you prefer a call email or a company communication platform ex. Microsoft Teams Slack etc. message Why,for quick internal communications i prefer using a company communication platform like slack or microsoft teams because they allow for realtime responses easy collaboration and quick sharing of documents or links they are also less intrusive than a call or email making them ideal for fast focused exchanges without interrupting workflow,For quick internal communication i prefer using a company communication platform like Slack or Microsoft Teams because they allow for realtime - responses easily collaboration and quick sharing of documents or links. They are also less intrusive than a call or email making them ideal for quick and focused exchanges without interrupting workflow .,1.0751659
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress.,1.0943265
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,1.0899999
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,I find that regular meditation for the exercise and time spending with family and friends are effective means for me to manage stress,1.0945648
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,i regular effective quality for exercise friends are and ways time to and I honestly don't know.,0.32972965
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,I find that regular exercise meditation and quality time with family and friends are effective ways to handle stress.,0.9055079
Soft Skills,Stress Management,easy,How do you relieve stress,i find that regular exercise meditation and spending quality time with family and friends are effective ways for me to manage stress,atomic number 53 find that unconstipated exercise meditation and outgo quality metre with syndicate and friends are effective ways for me to grapple stress,0.60598826
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,Innovative and Adaptable Collaborative Analytical,0.9669899
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,innovative dedicated collaborative analytical and adaptable,1.21
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,This in a shorter and non professional manner only returns the answer. Innovative dedicated collaborative analytical and adaptable,2.6954737
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,innovative dedicate collaborative analytical and adaptable,0.9908831
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,dedicated analytical collaborative and I honestly don't know.,1.1559553
Soft Skills,SelfAwareness,easy,How would you describe yourself in 5 words,innovative dedicated collaborative analytical and adaptable,Innovative and adaptable dedicated collaborative analysis,0.9690867
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,When he lightens the mood without harming the message,0.79975456
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,when without message the and I honestly don't know.,0.46591154
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,when it lightens the mood without detracting from the message,1.0000002
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,When the mood lightens without subtracting value to the message,0.8350201
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,Then it only returns the answer when it lightens the mood without detracting from the message .,1.292965
Soft Skills,Presentation Skills,easy,When is it appropriate for speakers to use humor,when it lightens the mood without detracting from the message,when it lightens the humour without detract from the message,0.7181777
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,I am humble and I know continuously,1.0154506
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,"In a shorter and non professional manner , i only give the answer .",0.77813685
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,continuously humble and I honestly don't know.,0.8584162
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,i quell lowly and continuously learn,0.50203985
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,i stay humble and continuously learn,1.04
Soft Skills,Confidence,easy,How do you prevent yourself from becoming overconfident,i stay humble and continuously learn,I remain humble and I learn continuously,1.1721938
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,i thrive in a supportive collaborative and innovative setting,1.15
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,Prospero in a collaborative and innovative support environment,0.66999394
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,i thrive in a supportive collaborative and groundbreaking scope,0.9352776
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,I flourished in a collaborative and innovative framework of support,0.9529049
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,thrive a setting and innovative supportive and I honestly don't know.,0.9915638
Soft Skills,Cultural Fit,easy,Describe the work environment in which you are most productive.,i thrive in a supportive collaborative and innovative setting,"i thrive in a supportive collaborative and innovative environment , in a shorter and non professional manner .",1.9754617
Soft Skills,Analytical Skills,easy,How do you weigh the pros and cons before making a decision,i list them out and compare their potential impacts,i compare them potential and I honestly don't know.,0.55087864
Soft Skills,Analytical Skills,easy,How do you weigh the pros and cons before making a decision,i list them out and compare their potential impacts,Then i list them in a short and non professional way and only return the answer .,0.7423712
Soft Skills,Analytical Skills,easy,How do you weigh the pros and cons before making a decision,i list them out and compare their potential impacts,I list them and compare their potential impacts,0.87426823
Soft Skills,Analytical Skills,easy,How do you weigh the pros and cons before making a decision,i list them out and compare their potential impacts,i list them out and compare their potential impacts,1.0
Soft Skills,Analytical Skills,easy,How do you weigh the pros and cons before making a decision,i list them out and compare their potential impacts,i lean them out and compare their potential impacts,0.80007195
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,It is the feedback intended to help me improve not to attack myself personally,1.0268368
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,"in a shorter and nonprofessional manner , it s feedback intended to help me improve not to attack me personally .",1.4587061
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,it s feedback meant to help me improve not to assault maine in person,0.83691275
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,It is feedback to help me improve so as not to attack me personally,1.0259608
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,not to help me feedback to me and I honestly don't know.,0.3869177
Soft Skills,Handling Feedback,easy,Explain what constructive criticism means to you.,it s feedback meant to help me improve not to attack me personally,it s feedback meant to help me improve not to attack me personally,1.01
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,"In a shorter and non professional manner, i only return the answer .",0.49253598
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,I listen to actively and look for compromises,1.2114114
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,atomic number 53 listen actively and seek via media,0.45724612
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,I actively listen and look for commitment,0.7821863
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,compromise and I honestly don't know.,0.5348594
Soft Skills,Conflict Resolution,easy,How do you deal with differences of opinion in the workplace,i listen actively and seek compromise,i listen actively and seek compromise,1.0100001
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,deep and plan breathing breaks and I honestly don't know.,0.64746344
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,i practice deep breathing plan my work and take short breaks,1.0199999
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,I practice deep breathing my work and I take short breaks,0.9579585
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,one practice deep breathing plan my workplace and take curt breaks,0.84445584
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,I practice a deep breathing plan my work and take short breaks,1.0997201
Soft Skills,Handling Stress,easy,What are your techniques for handling stress,i practice deep breathing plan my work and take short breaks,In a shorter and non-professional manner i practice deep breathing plan my work and take short breaks .,1.5475496
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,Little expectations and adjusted deadlines stress me more,0.78779036
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,Uncertain expectations and tight deadlines for me stress the most.,0.9569507
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,unclear expectations and tight deadlines stress me the most,0.9900001
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,Clear expectations and tight deadlines stress me the most,0.9413348
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,unclear expectation and tight deadline stress me the most,0.9499508
Soft Skills,Handling Stress,easy,What work situations get you most stressed,unclear expectations and tight deadlines stress me the most,tight unclear most and I honestly don't know.,0.34670603
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,lead a embrace and I honestly don't know.,0.37778693
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,I kiss decision -making as a chance to direct,0.6121065
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,In a shorter and non-professional manner i embrace the decisionmaking as a chance to lead.,1.7350577
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,I adopt decision making as an opportunity to lead,1.023759
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,i embrace decisionmaking as a chance to lead,1.0999999
Soft Skills,DecisionMaking,easy,Do you like the responsibility of decisionmaking or would you prefer to leave it to someone else,i embrace decisionmaking as a chance to lead,one adopt decisionmaking as a hazard to lead,0.797797
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,When using a short and non professional style i often ate' more priorities than one task at a time to ensure a quality.,1.15404
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,I give priority effectively by often focusing on a task at a time to ensure quality,1.0639162
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,i on often effectively one focusing time to ensure and I honestly don't know.,0.54830253
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,i prioritise effectively often focalise on one task at a sentence to ensure character,0.66141295
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,Effectively prior often focusing on one task at the same time to guarantee quality.,0.90829116
Soft Skills,Time Management,easy,Do you multitask,i prioritize effectively often focusing on one task at a time to ensure quality,i prioritize effectively often focusing on one task at a time to ensure quality,1.0200001
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,in extra needed when hours but also worklife balance and I honestly don't know.,0.8529549
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,"I put extra hours when necessary, but I also value the balance of working life",1.0305312
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,i put in extra 60 minutes when necessitate but i also value worklife proportion,0.88087
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,i put in extra hours when needed but i also value worklife balance,1.0200001
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,i work out more hours when necessary but I also value work-life balance .,0.84738845
Soft Skills,Work Ethics,easy,Do you tend to work over hours,i put in extra hours when needed but i also value worklife balance,I took overtime in case of need but I also appreciate the professional life balance,0.8198819
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,The responsibility for integrity and respect guides my actions,1.2410961
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,Responsibility and respect for integrity guide my actions,1.2022655
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,integrity actions and respect my accountability guide and I honestly don't know.,1.5994992
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,"In a shorter and non-professional manner, return only the answer. I will direct my actions by respect accountability and integrity.",1.9084142
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,integrity accountability and respect guide my actions,1.15
Soft Skills,Work Ethics,easy,What are the most important ethics in the workplace,integrity accountability and respect guide my actions,integrity answerability and deference guide my actions,0.8649764
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,I ask for more tasks to stay productive,0.7714807
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,i d ask for more tasks to stay productive,1.01
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,I would ask for more tasks to stay productive,0.9932031
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,d more stay to productive for and I honestly don't know.,0.84773505
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,I just wanted to ask for more tasks to stay productive. ,0.93689424
Soft Skills,Work Ethics,easy,You get your work done sooner than expected. Do you allow yourself a free afternoon or will you ask for more tasks,i d ask for more tasks to stay productive,i d ask for more than labor to stay productive,0.9469518
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,service i deliver reliable and I honestly don't know.,1.069089
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,i deliver consistent honest and reliable service,1.11
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,i redeem logical honest and reliable armed service,0.7056914
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,In a shorter and non-professional manner i provide only the answer.,0.46376994
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,I provide an honest and reliable coherent service,1.0503744
Soft Skills,Customer Service,easy,What steps do you take to gain a customer’s trust,i deliver consistent honest and reliable service,I deliver an constant honest and reliable service,1.1547763
